Product,ID,Comments,Feature_Request_Enhancement,NA,Other_Issue_Negative_Feedback,Positive_Feedback,Process_Issue,Support_Issue,Technical_Performance_Issue,Usability_Issue
SI LOCAL,3118,"2 store Reactive jobs and Quoted jobs  so we can get the job Nos for our time sheet, presently they dissapear completly , never to be seen again!!! Again this has been reported to senior managment  so i mlam probably wasting time writtting this. ",0,0,0,0,0,0,1,0
SI LOCAL,3116,"SI is ok, from a user standpoint is does the job.",0,0,0,1,0,0,0,0
SI LOCAL,3110,"- add the ability to tailor system to specific needed funktions for our Contract this includes chancende WO types in existing WO, making available the scroll option in the WO lists, handeling vist calculations bases on pre determined vist rates for eacg contractor Groups‚Ä¶ ex carpender, elictriciens ..etc I Think there are a lot of improvements to be made. Please Call in for a meeting with the danish team in Brande and Aalborg for us to realy tell you what we nede from the system to Help u's to works smarter ",1,0,0,0,0,0,0,0
ServiceInsight7,3108,Lacking features.,1,0,0,0,0,0,0,0
PJM,3105,Traceability of information throughout the lifecycle of the project,0,0,0,0,0,0,0,1
SI LOCAL,3105,Si is not flexible and does not accommodate shift work. we need to be able to move work around much easier than we can presently.,0,0,0,0,0,0,0,1
SI LOCAL,3103,I find SI Tech worse than SI Local. Si Local at least can be quick to use. But I have been told I can only use SI TECh now I find this very clunky.,0,0,0,0,0,0,0,1
ServiceInsight7,3089,"features from the Desktop and mobile app are not the same, ",1,0,0,0,0,0,0,0
ServiceInsight7,3089,assets should be made mandatory to tag. And yes I would like to talk to someone as a veteran in the maintenance field we are behind! ,1,0,0,0,0,0,0,0
ServiceInsight7,3089,"It does not track R&M costs with invoices, ",0,0,0,0,0,0,1,0
SI LOCAL,3071,When viewing/modifying Sequenced PM's it would be good to be able to return to the search list rather than the full list.,1,0,0,0,0,0,0,0
ServiceInsight7,3060,"Better to talk to a CBRE-person when I need something. Adding things in a portal only bring more questions, less efficiency, and things go more wrong.",0,0,0,0,0,0,1,1
ServiceInsight7,3053,The amount of options (too many and being excessive ) is not needed for the site we are managing. ,0,0,1,0,0,0,0,0
ServiceInsight7,3048,"Improvement to how data is linked would be helpful Example. If you close a building in Level 2 of SI today, you have to manually go in and close all Floors and rooms. Same for updating the FM. That FM field should replicate to all Floor/Room levels. ",1,0,0,0,0,0,1,0
SI LOCAL,3045,"It could be much easier to use. Links and steps could be smoother, quicker and system can be very clunckie.",0,0,0,0,0,0,1,1
PJM,3043,"Make it easier to access attached documents and make it easier for people on the approval chain in PDA to attach documents (right now, only the person adding the Project to PDA can do so).",0,0,0,0,0,0,0,1
SI LOCAL,3043,Make it more user friendly on the Web app,0,0,0,0,0,0,0,1
SI LOCAL,3041,"There needs to be an easier and quicker way to request changes to the database, such as changing location names, adding/removing locations, bulk updating items, updating SLA, creating custom instruction sets and more. In my experience it takes way too long and is prone to mistakes/misunderstandings which causes even more time and resources to be wasted.",1,0,0,0,0,0,0,1
PJM,3040,Integration between Power Apps & Wrench must be improved. Further more effective particularly at different project Stages Overall cohesive and well arranged hovewer sometimes it gets a bit complicated,1,0,0,0,0,0,0,0
ServiceInsight7,3033,VAWS is user friendly.,0,0,0,1,0,0,0,0
SI LOCAL,3031,I do think there is probably a lot more to the system and I would benefit from more training.,0,0,0,0,0,1,0,0
SI LOCAL,3030,Needs to be simplified. PPM's need to be properly transferred into the system with right times GMT.,0,0,0,0,0,0,0,1
ServiceInsight7,3028,"The tool is not user frindly. It is difficult to navigate. I cannot find assets, PMP schedules. ",0,0,1,0,0,0,0,1
ServiceInsight7,3028,The tree of problme codes is not logical.,0,0,0,0,0,0,0,1
ServiceInsight7,3028,"The tool is not user frindly. It is difficult to navigate. I cannot find assets, PMP schedules. The tree of problme codes is not logical.",0,0,0,0,0,0,0,1
ServiceInsight7,3026,"Most complaints I receive from my team is that duplicate tickets are put in, ",1,0,0,0,0,0,0,0
ServiceInsight7,3026,and that people do not put in correct locations. ,0,0,0,0,0,0,1,0
SI LOCAL,3024, graphic interface for dispatching Wo (for mobil technicians) ,1,0,0,0,0,0,0,0
SI LOCAL,3024,"-WO print format, when client have audit they need to have a ""proof"" of the good maintenance done by technician and the print form of SI is not good. ",0,0,0,0,0,0,0,1
ServiceInsight7,3022,I often experience delays in entering work orders because the website will not load for long periods of the day. ,0,0,0,0,0,0,1,0
ServiceInsight7,3014,Bring the logout option back.,1,0,0,0,0,0,0,0
ServiceInsight7,3014, Get rid of the drag a wo or pm from one person to another because team member have accidently reassigned a pm without knowing it.  ,1,0,0,0,0,0,0,0
ServiceInsight7,3014,I don't have time to create a wo before I start work. It would be nice to be able to create a wo after the work is completed without having to put it in a backdoor kind of way.,1,0,0,0,0,0,0,0
ServiceInsight7,3014,Better train our clients on how to categlorize wo because they only put general for everything. Then I try to recode it to no success.,0,0,0,0,0,1,0,0
SI LOCAL,3011,the data at the moment is incorrect this needs to be rectified by others to show correct data this will then make it workable,0,0,0,0,0,0,1,0
PJM,3008,"Having using PDA, we have to select default sub contractors list available in the drop down. These default sub-contractors not suitable / not available in our region (India). There should be an option to add our sub-contractors name. ",0,0,0,0,1,0,0,0
ServiceInsight7,3007,I was locked out for 3 weeks.  Took too long to get me back on line,0,0,1,0,0,0,0,0
ServiceInsight7,3007," me and my teammates are constantly ""kicked-out"" of the system and have to log in.  ",0,0,0,0,0,1,0,0
ServiceInsight7,3007," After the cloud migration, large data loads by CMMS admins seem to lock up the database, making the system unusable for anyone.  System speed varies for fast to extremely slow on any given day.",0,0,0,0,0,0,1,0
ServiceInsight7,3001,"Service insight is not intuitive, so I end up looking up work orders or researching.  ",0,0,0,0,0,0,0,1
ServiceInsight7,3001,  I rarely use SI to open work orders directly so I use the customer portal or IMFM. Some CBRE applications are linked with SSO and some are not.  ,0,0,0,0,0,0,0,1
ServiceInsight7,3001,"Since CBRE requires passwords to be changed every 90 days, it takes several hours to figure out which applications changed and which did not and end up locking myself out. ",0,0,0,0,0,0,0,1
SI LOCAL,2996,We need more possibles to make individual settings in the deferent country's and even down to sites.  This will make serviceinsigts more useful to os users. So in short therms open it more up.,1,0,0,0,0,0,0,0
Quantum,2990,Need a dull time person just to keep up with this system ,0,0,1,0,0,0,0,0
SI LOCAL,2977,"Ability to auto assign resources to tasks through individual access rather than submitting tickets.  Improvements on Service Now tickets raised for SI Access, dependent on who picks the request up is dependent on whether the request is successfully completed or not. There is sometimes back and forth between the requestor and Service Now.  Correct mapping of contracts and business units.  Ability to quickly add existing contracts to existing user access.   ",1,0,0,0,0,1,0,0
ServiceInsight7,2977,"Dispatch can be a bit glitchy sometime. I've raised several PI's which were not dispatched on time due to continuous loading, despite page refresh and clearing of data - this can be a risk to KPI targets. Overall its a good program to use and helps us track our client demand and work load easily ",0,0,0,0,0,0,1,0
SI LOCAL,2971,If there is any possible way to make an option to upload a video as well as images.  Sometimes uploading a video can help explain a situation as well as writing it in the job report ,1,0,0,0,0,0,0,0
SI LOCAL,2970,"I constantly have issues with my password not working. Maybe it's an access or rights issue. In either case, I rarely try to use it, because it rarely let's me in.",0,0,0,0,0,1,0,0
SI LOCAL,2963,"The system does not communicate with other CBRE systems, as Risk assesment or PTW's are in 2 other systems. And neither of the 3 CAN link or retrackt data or info from the others. As a skilled worker it gives me unnessesary officetime/downtime when I have to report the same thing in 2,3 sometimes up to 5 times in different apps or programs. All after the first is wasted time where we could be fixing things, or finding, locating &  do troubleshooting. On critical issues.  I'm sorry but I am not a big fan of SI local or SI Tech. I use it on a daily basis, but I would have chosen a more user friendly software. Instead of ""inventing the wheel"" once more!",1,0,0,0,0,0,0,0
SI LOCAL,2963,"It is difficult to navigate in the system, and find info as pictures and asset id's. ",0,0,0,0,0,0,0,1
SI LOCAL,2962,TRAINING. ,0,0,0,0,0,1,0,0
ServiceInsight7,2950,Very hard for me to categorize issue to what you have in the system. Sometime the issue cannot be found for me to input. Frustrating.,0,0,0,0,0,0,0,1
SI LOCAL,2946,Its not user friendly at all. There were much better applications 15 years ago.There is always an issue with logging times and therefore cannot continue. Also there is too many steps to raise a WO for a 2 minute job. Nobody on our team is satisfied with it.,0,0,0,0,0,0,0,1
SI LOCAL,2938,"when a job is raised from site i feel 2 questions need to be asked 1 has this job got the potential to cause harm to a person 2 has this job got potential to shut a area of the hospital if any immediately a P1  i have had many P1 calls for minor issues ie broken toilet seat, tap dripping  labeling of all P number is incorrect and should ask questions to find out how business critical the job is",0,0,0,0,1,0,0,0
PJM,2938,Help options when you go wrong isn't very clear. Doesn't highlight exactly where you go wrong??,1,0,0,0,0,1,0,0
PJM,2938,explore more tools for project reporting dash boards,0,0,0,0,0,0,0,1
SI LOCAL,2937,Make the problem definitions more accurate  It can be very sluggish and prone to crashing,0,0,0,0,0,0,1,0
ServiceInsight7,2926,The new login process has been a disaster for our teams and is causing major issues for everyone involved. ,0,0,0,0,0,0,0,1
PJM,2922,Capital Planner has been a good tool but there is a lot of automatic functionality that would help in the future to prevent from data errors. ,0,0,0,1,0,0,1,0
PJM,2922,Kahua is a very difficult and cumbersome tool to use and it not easy to navigate or get to the information that we truly need as PM's. ,0,0,0,0,0,0,0,1
ServiceInsight7,2920,"
I'm not sure if the answers I gave are in line with the questions, because I use SI to prepare WOs that need to be POs in JDE not for other reasons.",0,1,0,0,0,0,0,0
PJM,2913,regular trainings should be carried out.,0,0,0,0,0,1,0,0
PJM,2913,"It should be streamlined, ",0,0,0,0,0,0,0,1
Quantum,2906,Add a widget to the CBRE.com intranet as a user page or a portal/link to the site. I am blocked by admin on a direct link or webpage due AT&T security. ,1,0,0,0,1,0,1,0
SI LOCAL,2905,no,0,1,0,0,0,0,0,0
PJM,2898,Not all of the approvers are available on the PDA dropdown menu,0,0,0,0,0,0,0,1
PJM,2895,Kindly mention the local currency versus dollar exchange rates as I have always noticed discrepencies in the dollar value. For eg - Current US dollar vs INR is 84 but its less in PDA.   Please do look into this issue,1,0,0,0,0,0,0,0
PJM,2893,Kahua speed needs to be improved. ,0,0,0,0,0,0,1,0
PJM,2891,It would be ideal if Kahua was a bit more user friendly and had less glitches. ,0,0,0,0,0,0,0,1
SI LOCAL,2889,"The quick list search is not user friendly and it does not always find jobs raised in SI - for example, we have a ""Technician"" with jobs assigned, yet his name does not appear in the list of Technicians, making it difficult to search for all his jobs. It would also be useful if there was a search that could identify all the orders associated with a Parent PPM. ",0,0,0,0,0,0,0,1
SI LOCAL,2886,"When session timeout warning occurs, allow a true extend of current session, I.E. not wiping the current workspace. Increase server bandwidth so that the searches and commands refresh at a more reasonable rate (wait times are currently ridiculously slow) ",1,0,0,0,0,0,1,0
SI LOCAL,2886,Increase the number of lines viewable on search returns to unlimited scroll on one page. ,1,0,0,0,0,0,0,1
SI LOCAL,2886,"Allow a custom completion priority code of ""By Due Date"" ",1,0,0,0,0,0,0,0
SI LOCAL,2886,Increase the number of capturable fields for reporting ,1,0,0,0,0,0,0,0
SI LOCAL,2886,Allow multiple technicians to be assigned to one work order simultaneously. I have many others to numerous to list here. ,1,0,0,0,0,0,0,0
ServiceInsight7,2883,"Facts, SI7 is at least a decade behind industry needs and requirements.",1,0,0,0,0,0,0,0
ServiceInsight7,2883,The CM and PM ticketing is cumbersome. It is very difficult to create a weekly PM schedule. There is NO material management or inventory control ability. Condition assesment is barely there. ,1,0,0,0,0,0,0,0
ServiceInsight7,2883, There is NO material management or inventory control ability. Condition assesment is barely there. Maximum efficiency of wrench time needs to be applied here. Also the tech should be able to input the condition of the equipment his is working on.,1,0,0,0,0,0,0,0
ServiceInsight7,2883,"SI7, does have a parent/child relationship, but the tech has to do all of this at his desk top. People forget things, photos don't get attached etc. ",1,0,0,0,0,0,0,0
ServiceInsight7,2883,"Also the tech should be able to input the condition of the equipment his is working on. Identify any issues he finds that need to have a corrective work order, create said work order on the spot, and the both are connected as parent and child. ",1,0,0,0,0,0,0,0
ServiceInsight7,2883,"Yes, I have lots of comments, and you may not like them. When I joined CBRE on the Yahoo account, they were using something called Intrepid. It was garbage and they upgraded to SI7, which I help beta test for the account. It's not much better. ",0,0,1,0,0,0,0,0
ServiceInsight7,2883, We were using Maximo in connection with Tririga. Out of the box the system did almost everything we needed. ,0,0,0,0,1,0,0,0
ServiceInsight7,2883," Right now, CBRE is failing to provide my techs with an adequate CMMS tool in order to perform their jobs and help meet our KPI's. ",0,0,0,0,1,0,0,0
ServiceInsight7,2883,"Here we are in 2024, and SI7 isn't even close to what we need in the industry. ",0,0,0,0,1,0,0,0
ServiceInsight7,2883, The mobile app has never worked. ,0,0,0,0,0,0,1,1
SI LOCAL,2862,"I have never used SI7 so I can't speak to that platform. However, SI Local leaves a lot to be desired in terms of capabilities and being able to easily navigate. ",0,0,0,0,0,0,0,1
SI LOCAL,2857,"Service Insight on my phone is my preferred approach to the service, but there are so many glitches with dropdown choices.  The information for areas etc, needs to be cleansed as the names of the areas are not relevant or easily recognised by SI users.  ",0,0,0,0,0,0,1,1
PJM,2856,More information about the tools available would be helpful. ,0,0,0,0,0,1,0,0
SI LOCAL,2855,sometimes the search glitches and tells some people there are no jobs in that location but other members of staff can find them ,0,0,0,0,0,0,1,0
ServiceInsight7,2851,"We should be able to correct labor or notes, can not do so once its been entered. ",1,0,0,0,0,0,0,0
SI LOCAL,2846,Improve speed of searches and more user friendly menus,0,0,0,0,0,0,0,1
PJM,2843,integration among the tools. ,1,0,0,0,0,0,0,0
PJM,2843,"Need to improve efficiency, ",0,0,0,0,0,0,0,1
PJM,2843, simplification ,0,0,0,0,0,0,0,1
SI LOCAL,2841,"The system does not allow accurate reporting on works completed. Workscan be closed down without being fully completed. Your system need to make all task fields on the job compulsory to complete in order to close the task. For example where a job has a task that requires a reading to be obtained, the a reading within the acceptable range must be completed in order for the engineer to close the job. ",0,0,0,0,0,0,0,1
ServiceInsight7,2832,It would be nice to be able to ctrl+click or wheel-click to be able to open work orders in a new tab from the dashboard.  ,1,0,0,0,0,0,0,0
ServiceInsight7,2832, To be able to print a work order without first downloading as a .PDF would be great.,1,0,0,0,0,0,0,0
ServiceInsight7,2832,  It would also be helpful if I was able to change my time zone.  ,0,0,1,0,0,0,0,0
SI LOCAL,2832,The system is not user friendly.,0,0,0,0,0,0,0,1
SI LOCAL,2822,not user friendly on android. ,0,0,0,0,0,0,0,1
SI LOCAL,2813,I find the application ok to use but it isn't particularly user friendly. It does the job but I'm quite neutral about it.,0,0,0,0,0,0,0,1
PJM,2812,De momento a??n no las he utilizado por problemas de tiempo material para hacerlo. Aunque les he dado un vistazo inicial a algunas.,0,1,0,0,0,0,0,0
ServiceInsight7,2811, Some of the options (like trying to find a report)  look complicated and could be streamlined for a better user experience.  ,1,0,0,0,0,0,0,0
ServiceInsight7,2811,I believe there could be better reports and better access provided to the client for visibility into what is going on with their sites.  ,0,0,0,0,0,1,0,0
SI LOCAL,2804,there needs to be clearer search options ,0,0,0,0,0,0,0,1
PJM,2795,"Firstly, I don't know what tools are available for project managers. ",0,0,0,0,0,1,0,0
PJM,2795,"I've only had to use Kahua, which is really slow, and I feel like the client doesn't check it and just wastes my time.",0,0,0,0,0,0,0,1
ServiceInsight7,2793,Nil,0,1,0,0,0,0,0,0
ServiceInsight7,2791,Personally do not have any issues with the current platform,0,1,0,0,0,0,0,0
SI LOCAL,2790,"I use already service Insight for the time I'm working for CBRE; 5-6years; And its really a great tool where you can do everything with it: making offers, sending mails,......",0,0,0,1,0,0,0,0
PJM,2790,some parts need to enable you to input more information. Not enough space to attach pics / if more than the space required allows- needs more ,0,0,0,0,0,0,0,1
PJM,2789,The Tool is clunky - There should be more drop down options,0,0,0,0,0,0,0,1
PJM,2789,There should be more drop down options,0,0,0,0,0,0,0,1
SI LOCAL,2780,Provide a less restrictive solution that can be tailored to specific client needs with a backbone of the processes fully aligned to our operational business processes,1,0,0,0,1,0,0,0
SI LOCAL,2778,A simpler way to bulk assign tasks to engineers by due date order,1,0,0,0,0,0,0,0
PJM,2777,These tools were one reason to leave the Project Management Team and change internally. The programs are not helpful. They require a lot of effort and unnecessarily increase project costs. The structures do not fit German / European project management processes. They prevent successful acquisitions and prevent sales.,0,0,1,0,0,0,0,0
ServiceInsight7,2777," I have to continuously log back in as the system ""kicks"" me out after you have been idle for a few minutes. Not more than one person can be in a record at one time and then it takes a while for the system to refresh after that person is logged out. (the record is locked at this point). ",0,0,0,0,0,1,0,0
ServiceInsight7,2777,"It takes a while for it to catch up with Coupa after a PO has been cancelled. Therefore, I have to wait to cancel a work order. ",0,0,0,0,0,0,1,0
SI LOCAL,2777,"Its awkward and laborious, its clicky and clunky not slick, for small corrective tasks it takes longer to use SI than it does to carry out the task",0,0,0,0,0,0,0,1
Quantum,2776,La p?°gina debe ser acord?© al idioma natal del pa??s donde se trabaje (GT - The page must be according to the native language of the country where you work),0,0,0,0,0,0,0,1
SI LOCAL,2770,It can be very long winded sometimes and also very slow ,0,0,0,0,0,0,1,0
PJM,2769,"better integration between Project management portal tools and Kahua. syncing, connection...",1,0,0,0,0,0,0,0
PJM,2765,Please train all PjM staff members all over the world how to use the systems we have within CBRE GWS.,0,0,0,0,0,1,0,0
PJM,2762,I need more information on what is available and training on how to use it. Is there a email distribution list to get on or website?,0,0,0,0,0,1,0,0
PJM,2754,Access to many of these tools is restricted to users and thus results in them not being utilized. ,0,0,0,0,0,1,0,0
PJM,2754, Kahua is an absolute joke and regularly a waste of time. ,0,0,0,0,0,0,0,1
PJM,2751,"Please simplify project entry. Inputting a project is very confusing. Project Type Fields are not Real Estate transaction based. For example, there are no 'transaction types' that fit Sublease. The closest field is ""Closure and Dilapidation'.  ",0,0,0,0,0,0,0,1
SI LOCAL,2750,Make it work properly. Have sufficient support. It is far to complicated. It takes years to implement and still it does not meet the needs from our operating teams. ,0,0,0,0,1,0,1,1
ServiceInsight7,2748,Show total labor hours for each day of the week.  ,1,0,0,0,0,0,0,0
PJM,2745,Implementation of a adequate Cost Management Tool is missing ,0,0,0,0,0,0,0,1
PJM,2725,It would be useful to have training or training recordings available on Intranet,0,0,0,0,0,1,0,0
SI LOCAL,2722,would be good if we could have the option back where we can see the contracts an engineer has assigned to them ,1,0,0,0,0,0,0,0
ServiceInsight7,2719,"I've learned that most web based platforms or software used is always problematic. Sometimes it is intuitive and other times it is not. I have to use it, so I learn to use it to the best of my abilities. ",0,1,0,0,0,0,0,0
ServiceInsight7,2717,Combine SI7 with Maximo.,1,0,0,0,0,0,0,0
SI LOCAL,2713,"more details for the task are required, i.e correct plant location in term of finding an asset and for demand orders need contact details of the person raising a helpdesk ticket",0,0,0,0,0,0,1,0
SI LOCAL,2713,"the app continuously logs you out, it is such a nuisance",0,0,0,0,0,0,1,0
ServiceInsight7,2703,Running reports could be made easier. ,1,0,0,0,0,0,0,0
ServiceInsight7,2703,If you could link specifically to buildings or equipment would be beneficial.,1,0,0,0,0,0,0,0
PJM,2694,"The PDA is a one size fits all PM tool. Due to this, for smaller less complex projects this causes a lot of unnecessary admin work. I believe there should be different categories eg. $0-$100K, $100 - $500K OR Green, Yellow Red risks OR the number of different job aspects and trades, 1 - 5 vendors, 5-10 vendors. etc.",1,0,0,0,0,0,0,0
SI LOCAL,2686,ServiceInsight would be easier if you could have a parameter to search on technician  ,1,0,0,0,0,0,0,1
ServiceInsight7,2683,"At the minute were experiencing issues uploading any documents to SI7 - have been issued a work around (clicking to add file, click add hyperlink, then cancel, adding file again and then upload) extra steps doesn't take too long but would be better if the issue was resolved.",0,0,0,0,0,0,1,0
SI LOCAL,2679,Menus could be more intuitive ,0,0,0,0,0,0,0,1
PJM,2673,PDA tool should automatically determine what the required DOA is after project type is chosen.  ,1,0,0,0,0,0,0,0
PJM,2673,"  Most clients was a proposal ASAP, PDA process way too slow.  DOA for client contract approval, budget approval, expense contract is too many people, takes too long and needs to be streamlined ASAP.  It is taking 2 - 4 weeks from when a client gives us a PO before we can issue a PO to our vendors.  ",0,0,1,0,0,0,0,0
PJM,2673,  We should be using Procore to manage projects and store all documentation.  Thank you,0,0,0,0,1,0,0,0
PJM,2673, Kahua has horrible dashboards.  PJMs need better dashboards to truly financially manage their projects.  ,0,0,0,0,0,0,0,1
SI LOCAL,2662,very slow system,0,0,0,0,0,0,1,0
SI LOCAL,2662,no option to bulk close jobs   ,1,0,0,0,0,0,0,1
PJM,2656,integration between Kahua and smartsheet would be great. ,1,0,0,0,0,0,0,0
SI LOCAL,2656,"NO, not yet.",0,1,0,0,0,0,0,0
PJM,2656,As well as updates for a larger volume of projects. ,0,0,0,0,0,0,0,1
SI LOCAL,2654,The system is terribly clunky and not user friendly.,0,0,0,0,0,0,0,1
ServiceInsight7,2653,"The response times when loading a requested page are sometimes very long, several minutes. If there is an improvement, this would be very helpful.",0,0,0,0,0,0,1,0
PJM,2651,‚Ä¢  A lot of repetitive manual data input flowing from one report form to the next. ,1,0,0,0,0,0,0,0
PJM,2651, It would be great to have basic project data flow down to subsequent forms with the ability to gateway check.  ‚,1,0,0,0,0,0,0,0
PJM,2651," Too many similar forms that are used for reporting the same things, but only separated and differentiated due to reporting lines.",1,0,0,0,0,0,0,0
PJM,2651,User interface is not intuitive and can be a little cumbersome to use. Very outdated GUI compared to other tools in the market.  ,0,0,0,0,0,0,0,1
SI LOCAL,2649,The search functions could be mase easier to search for what you need. It could be great if you could search with Callers name and phone number.,0,0,0,0,0,0,0,1
SI LOCAL,2646,"my supervisor needs to see everything I enter, and I haven't figured out how to add more pictures as an attachment. I can only add one.",0,0,0,0,0,0,0,1
SI LOCAL,2643,There are are a number of operational improvements that would make SI a great piece of software.  Having the ability to re-assign a large number of PPM work order sequences in the back screen in one go would be helpful. currently i have to make a service inactive then change the auto assignment then make it active again ,1,0,0,0,0,0,0,1
SI LOCAL,2639,"on our contract we have multiple engineers who do the same job, each have to create there own job.   could we make it so that we can assign multiple engineers to a single job ",0,0,0,0,0,0,0,1
PJM,2632,"The tool typically is slow to respond, especially when using the web version (but even with desktop version...for clarity we are not allowed to download the desktop version on our client laptops). ",0,0,0,0,0,0,1,0
PJM,2632,Re: improvements to Kahua - improve system response time - reduce number of clicks to access info - ,0,0,0,0,0,0,0,1
PJM,2632," provide custom dashboard and reporting capabilities (current dashboard functionality is very limited and provides no use on this account) - provide means for PM to see all their projects in one view regardless of partition, and provide means to update key data from that same view without having to navigate to a separate app.  ",0,0,0,0,0,0,0,1
PJM,2632,"  Kahua is the primary Project Management tool I have used since joining CBRE last year. I have found Kahua to be a difficult tool to use. It is not intuitive, there are too many clicks to get from one app to another,",0,0,0,0,0,0,0,1
PJM,2632," it is limited in its ability to allow mass updates to key data in one view, ",0,0,0,0,0,0,0,1
PJM,2632," the ""reports"" that are available are typically only data/excel extracts. ",0,0,0,0,0,0,0,1
PJM,2632,Combine the number of clicks required in various apps to update project data with the slow responsiveness of the tool and we end up with a group of frustrated PMs that struggle to keep up with their project updates and reporting expectations. ,0,0,0,0,0,0,0,1
ServiceInsight7,2630,Our experience with the program was a considerable amount of time to set up and only service requests for a location we did not service anymore. We personally found it easier to have direct communication with an operations manager than to have someone checking this system. Many of the emails were flagged by our software as spam as well. We understand the value of this for some services and applications but did not feel it was as useful for our industry. ,0,0,0,0,1,0,0,0
PJM,2629,A lot of sections that are not relevant that waste a lot of time as the boxes need to be ticked ,0,0,0,0,0,0,0,1
SI LOCAL,2625,Frequent errors when trying to input users of the same name into the system successfully and having to differentiate them with tags (e.g. John Smith BP instead of John Smith as a John Smith already exists in the system) then having to go back after creating the user to then edit out the identifier tag -,1,0,0,0,0,0,0,0
SI LOCAL,2625,System is too slow,0,0,0,0,0,0,1,0
SI LOCAL,2625,"long-winded processes on entering jobs and waiting for them to load up before adding notes, takes a couple of minutes each time rather than seconds - ",0,0,0,0,0,0,1,0
SI LOCAL,2625,"inability to change WO type after creation, e.g. Reactive to OOH Reactive, inability to assign two engineers to a job for accessibility/co-working needs, lack of categories necessary for many commonplace issues that have to go under miscellaneous categories such as 'Minor Works' in lieu, etc",0,0,0,0,0,0,0,1
ServiceInsight7,2621,Primarily use VAWs as a contractor performing work for CBRE.  The system works as designed without any bells or whistles.  ,0,1,0,0,0,0,0,0
PJM,2614,PDA  not necessarily setup for local market or speedy input,0,0,0,0,1,0,0,0
PJM,2614,PDA tool is complex ,0,0,0,0,0,0,0,1
SI LOCAL,2613,"SI is much better than the previous CAFm system however, its still clunky, slow to update.  ",0,0,0,1,0,0,0,1
PJM,2605,I was just playing around with the platform without any particular objective. It looks pretty well for me.,0,0,0,1,0,0,0,0
ServiceInsight7,2598,"The resource could be more intuitive for some actions, as download some reports, for instance ",1,0,0,0,0,0,0,0
SI LOCAL,2598,"Additional fields in the fault reporting section, its sometimes difficult to assign a task to the right fault information. ",1,0,0,0,0,0,0,0
PJM,2598,"Maximum Character length of 50 letters is beyond annoying and isn't remotely conducive to file names, I have to amended file names to upload them to PDA which is frustrating. ",0,0,0,0,0,0,0,1
SI LOCAL,2584,1.Be able to upload more than one photo per job.,1,0,0,0,0,0,0,1
SI LOCAL,2584,2.When closing down a job have the start time and finish time on same page. ,1,0,0,0,0,0,0,1
SI LOCAL,2584,3. Tone alert or notification on app. Not just by email. as i don't have email on tablet.,1,0,0,0,0,0,0,0
ServiceInsight7,2584,"Increase the time that it logs you out. When updating work orders in VAWS and using other systems to gather information from VAWS, it kicks you out too quickly and you have to log back in....repeatedly. Increases the time required to complete a simple update task.",1,0,0,0,0,0,1,1
PJM,2582,A system where a spreadsheet can be uploaded and edited would streamline reporting and prevent double handling of data.,1,0,0,0,0,0,0,0
PJM,2582,  Alternative software like Monday.com is more user friendly from a delivery aspect and enables users to assign actions to users/owners. ,0,0,0,0,1,0,0,0
PJM,2582,"Increase flexibility of the tools, the systems are very rigid and feel like they are more geared around upstream reporting.  ",0,0,0,0,0,0,0,1
SI LOCAL,2581,the app is helpful,0,0,0,1,0,0,0,0
SI LOCAL,2581,I think it needs to be simplified and user friendly,0,0,0,0,0,0,0,1
SI LOCAL,2580,"System logs out after being idle for 5 minutes,  which does not help when closing jobs.    ",0,0,0,0,0,0,1,0
ServiceInsight7,2578,None at this time,0,1,0,0,0,0,0,0
ServiceInsight7,2571,You can improve by reducing the number of emails sequesters receive upon both opening and closing tickets.,0,0,1,0,0,0,0,0
Quantum,2568,"Some of the modules could link better into each other, also you need to look at the Job Roles and what they can see.",0,0,0,0,0,1,0,1
PJM,2544,Kahua is very slow and makes quickly updating information difficult. ,0,0,0,0,0,0,1,1
ServiceInsight7,2532,No improvement needed!,0,0,0,1,0,0,0,0
ServiceInsight7,2531,Time zones need to set as per location and completion data need to be merged in one window and need to make it as simple as possible ,1,0,0,0,0,0,0,0
PJM,2524,Some data could not be found from the columns and had to fill in a dummy option to ensure the system workflow could proceed. Hope this can be improved.,1,0,0,0,0,0,1,0
PJM,2524,More training or guidelines would be helpful for the end users. ,0,0,0,0,0,1,0,0
PJM,2522,Our individual service lines tools are great. We need Better integration of CBRE tools something we are working with Stephanie and the D&T team. ,1,0,0,0,0,0,0,0
PJM,2520,"In PDA, It would be grateful if approvers get the weekly reminder for project approval. Sometimes it takes more time to get approval from the approvers when they missed to give the approval at the time.",1,0,0,0,0,0,0,0
PJM,2512," For those of us who do analytics and BI it would be helpful to learn the ends and outs of Power BI through a webinar or training session.     Currently I just get stuck on something and find myself searching the world wide web on how to solve to the problem I am experiencing, so having a webinar on useful things to do as well as things to avoid on top of more advanced techniques would be super helpful. ",0,0,0,0,0,1,0,0
PJM,2512,"I'm not sure how it started, but Smartsheet started hosting Webinars for CBRE employees.    Super helpful but also a need way for employees to see what is out there amongst the tools we're using.    If something similar could take place with Power BI where individuals using that software could be brought together to be taught basics and advanced things I think that would be beneficial to CBRE as a whole. ",0,0,0,0,0,1,0,0
SI LOCAL,2512,There should be some inbuilt video tuetorials should be added for self learning.,0,0,0,0,0,1,0,0
