Product Name,Anonymous ID,User Comments,Feature Request/Enhancement,n/a,Other Issue/ Negative Feedback,Positive Feedback,Process Issues,Support Issue,Technical & Performance Issues,Usability Issue
SI LOCAL,2937,Make the problem definitions more accurate  It can be very sluggish and prone to crashing,0,0,0,0,0,0,1,0
SI LOCAL,2625,System is too slow,0,0,0,0,0,0,1,0
SI LOCAL,2625,"long-winded processes on entering jobs and waiting for them to load up before adding notes, takes a couple of minutes each time rather than seconds - ",0,0,0,0,0,0,1,0
SI LOCAL,1057,"It feels like II can only do one action on SI and then I have to reload the page, this gets very tedious",0,0,0,0,0,0,1,0
SI LOCAL,2489,"not stable on our portable devices, takes too slow.",0,0,0,0,0,0,1,0
ServiceInsight7,54,Mobile si to have a better offline mode when no mobile data available in remote areas and WiFi connection is less than 1mb download and 512k upload at some BT exchanges ,0,0,0,0,0,0,1,0
ServiceInsight7,1470,Put it back the way it was for problem codes. It takes twice as long to make a work order now. ,0,0,0,0,0,0,1,0
ServiceInsight7,1503,There are several things that we would like to improve with SI. One of the main improvements that we would suggest is to make logging in to the mobile app much easier. This is our number one complaint. ,0,0,0,0,0,0,1,0
ServiceInsight7,1531,"I have had a lot of empty work orders, as the description does not carry over if a problem code is chosen first.",0,0,0,0,0,0,1,0
ServiceInsight7,2312,For some WOs time zones are mapped with other region. Ex instead of IST its coming as EST.,0,0,0,0,0,0,1,0
ServiceInsight7,2422,My only recommendation is to fix the calculations on the CFG reports- as of late.  We have been dealing with Service with no success in the last 8 weeks.  ,0,0,0,0,0,0,1,0
ServiceInsight7,2683,"At the minute were experiencing issues uploading any documents to SI7 - have been issued a work around (clicking to add file, click add hyperlink, then cancel, adding file again and then upload) extra steps doesn't take too long but would be better if the issue was resolved.",0,0,0,0,0,0,1,0
ServiceInsight7,2977,"Dispatch can be a bit glitchy sometime. I've raised several PI's which were not dispatched on time due to continuous loading, despite page refresh and clearing of data - this can be a risk to KPI targets. Overall its a good program to use and helps us track our client demand and work load easily ",0,0,0,0,0,0,1,0
ServiceInsight7,3530,Can not add attachments to work order before creating.  ,0,0,0,0,0,0,1,0
ServiceInsight7,3534," Rejecting tickets without proper explanation, ",0,0,0,0,0,0,1,0
ServiceInsight7,3585,There seems to be lagging data connectivity which slows down use,0,0,0,0,0,0,1,0
ServiceInsight7,3656,"Report scheduler not working. Submit ticket for over a month, the issue still appears.",0,0,0,0,0,0,1,0
ServiceInsight7,3661,"Work history performed by previous technician  on particular asset  IMFM when using asset list for whole job site, if you have a particular asset pulled up you click the back button and it makes you have to start over and enter the site ID again",0,0,0,0,0,0,1,0
ServiceInsight7,3900,"The online system is extremely slow to use. Also, I am constantly resetting my user settings or views because the system doesn't always save and display them. The CAT5 process where emails should get sent to customer for approval doesn't work, ever. Many times I have had to ask an administrator to unlock PM work orders preassigned to a tech or vendor, so I can reassign them. Worksite users consistently complain they cannot access or log into the customer access portal. ",0,0,0,0,0,0,1,0
ServiceInsight7,4112,"It works good as far as signing off on work orders, issues arise when trying to create work orders on mobile devices.",0,0,0,0,0,0,1,0
ServiceInsight7,4346,Serch function does not work properly,0,0,0,0,0,0,1,0
ServiceInsight7,4620,  It is so difficult to get reports and nothing seems to download.  ,0,0,0,0,0,0,1,0
ServiceInsight7,4751,Second is that on the Unitedhealthcare network it thats sometime iit s slow and lags,0,0,0,0,0,0,1,0
ServiceInsight7,4952,"When making changes to a ticket, it wants to go back to the original ticket user after was reassigned. ",0,0,0,0,0,0,1,0
ServiceInsight7,5035,The SI request mobile app for various client users are not functioning properly after an upgrade. ,0,0,0,0,0,0,1,0
ServiceInsight7,5311,lots of glitches,0,0,0,0,0,0,1,0
ServiceInsight7,5360,Login for IMFM/AmFm app can be a better process. I have to login multiple times for one login.  If I leave the app. Open I have to reset my phone every time to be able to get the login screen.   ,0,0,0,0,0,0,1,0
ServiceInsight7,5394,"inventory function has some problem. It just allow to add items to warehouse bin, but cannot be removed even the items' qty is 0 .",0,0,0,0,0,0,1,0
ServiceInsight7,5563," When using the platform on a laptop, I don't like that I modify the sizes and order of the columns but when the page is updated, it returns to the default. ",0,0,0,0,0,0,1,0
ServiceInsight7,5740,System seems to have a lot of bugs. I have work orders that are marked late but I cannot access them. they are restricted.,0,0,0,0,0,0,1,0
ServiceInsight7,5740,It's like it has a memory leak and there are other random issues that pop up from time to time. ,0,0,0,0,0,0,1,0
ServiceInsight7,5763, There are consistent system issues creating inconsistencies in work order management with the entire platform having an overall lack of support when issues are noted.  ,0,0,0,0,0,0,1,0
ServiceInsight7,5772, ALSO THE APP DOESNT WORK ALOT OF THE TIME,0,0,0,0,0,0,1,0
ServiceInsight7,6032,Making more things automated or options to.   Have ran into some glitches but seem to get fix pretty quickly. Sometimes on the mobile the team I work with or I have to uninstall the app and install it again to fix issues. ,0,0,0,0,0,0,1,0
SI LOCAL,2855,sometimes the search glitches and tells some people there are no jobs in that location but other members of staff can find them ,0,0,0,0,0,0,1,0
SI LOCAL,1786,I'm constantly getting oops error messages and the data is constantly going out of date which is hard to keep up with.  ,0,0,0,0,0,0,1,0
SI LOCAL,3388,Difficult to get complete tasks resolved. often takes multiple attempts. We have had issues with engineers on SI for 6+ months. We have issues a client on web quote for 3+ months. both issues still ongoing ,0,0,0,0,0,0,1,0
SI LOCAL,195,"6.The SI Request portal has a number of known bugs in the work order submission process that result in frustration for customers. I've gone over these with the dev team previously and they have acknowledged them but these are not on the roadmap to be fixed to my understanding. Easiest example, depending on the order with how you fill out the form certain fields can stop working requiring the whole page to be refreshed and the end user completing the form over again. Another example, the search feature for buildings doesn't work and if the user types in something not in the list the search fails, removes all drop down options, and doesn't prompt the end user that something went wrong. The result again in this case is to refresh the whole page and start over. ",0,0,0,0,0,0,1,0
SI LOCAL,1033,1. Make it faster to use,0,0,0,0,0,0,1,0
SI LOCAL,2713,"the app continuously logs you out, it is such a nuisance",0,0,0,0,0,0,1,0
SI LOCAL,137,it lag´s way to much to input somewhat difficult to understand  ,0,0,0,0,0,0,1,0
SI LOCAL,1060,Service requests entered in the SI local were unable to be extracted while downloading the Excel file.,0,0,0,0,0,0,1,0
SI LOCAL,573,I have been logged out many times due to timed out! this can be very stressful due to the amount of work we have.  As it is a CBRE system the SI could be linked to your CBRE pers email instead of logging yourself in. This would save a lot of time.,0,0,0,0,0,0,1,0
SI LOCAL,1310,Quite slow and sometimes difficult to navigate if you have not been using it for a long time ,0,0,0,0,0,0,1,0
SI LOCAL,3118,"1 dont store  completed jobs over a month old on the phone  having 500 old jobs makes it take 55 seconds to open si Its emarrasingly slow ,especialy when waiting by a client for it to open This has been reported but no one knows what to do!! ",0,0,0,0,0,0,1,0
SI LOCAL,3118,"2 store Reactive jobs and Quoted jobs  so we can get the job Nos for our time sheet, presently they dissapear completly , never to be seen again!!! Again this has been reported to senior managment  so i mlam probably wasting time writtting this. ",0,0,0,0,0,0,1,0
SI LOCAL,1795,time out on sessions is to short would like it to be longer as forever restarting when it asks to extend the session.,0,0,0,0,0,0,1,0
SI LOCAL,1963,"kicked out of it constantly on a daily basis, only one person per work order can enter time.  terrible system",0,0,0,0,0,0,1,0
SI LOCAL,2780,Provide a less restrictive solution that can be tailored to specific client needs with a backbone of the processes fully aligned to our operational business processes,1,0,0,0,1,0,0,0
PJM,2469," It would be good to see how easy it would be to incorporate our FM asset management tools with Capital Planner, so we can have it all in one place without having to do any double entry.",1,0,0,0,0,0,0,0
PJM,1930,We need tools that can integrate project schedule and cost reporting using for example Gantt charts. To be able to compare baselines and actual performance for reporting will be useful.,1,0,0,0,0,0,0,0
ServiceInsight7,2717,Combine SI7 with Maximo.,1,0,0,0,0,0,0,0
ServiceInsight7,3304,"I think that this platform should provide all the information on the installation and maintenance corresponding to the other platforms that often request the same thing.
",1,0,0,0,0,0,0,0
ServiceInsight7,3404,Would be nice if attachments were compatible with Google sheets so that we could open them. ,1,0,0,0,0,0,0,0
ServiceInsight7,4953,"Service insight should be able to communicate and integrate with other tools like  E log books, Technical complaince register, Harbour ans e permits.  It would be wonderful, if we make one tool for end to end solution for Planned and corrective maintenece activities.",1,0,0,0,0,0,0,0
ServiceInsight7,5825,and the ability to autogenerate work orders from Site Tools and other programs. ,1,0,0,0,0,0,0,0
ServiceInsight7,3159,"Also, would be beneficial that as a user who logs in if only my buildings were listed on any drop downs. I work for health, so unless I am a tenant in a building, I wouldn't need to see a Min of Transportation site or a courthouse.",1,0,0,0,0,0,0,0
ServiceInsight7,5835,I would like to ne able to make more changes to my WO when needed.  I recently had a wrong price at a cost wo and couldn't modify it. I had to cancel it and open another one ,1,0,0,0,0,0,0,0
SI LOCAL,3428,"As I am a semi static engineer, only at 2 sites, I would like to have the option to remove some of the fields which are not relevant, ie; customer, address, etc. 
",1,0,0,0,0,0,0,0
SI LOCAL,3346,Make WO creation easier for those of us who have to create our own WOs and then close them out. Let me open mass WOs with customizable problem descriptions. Let me mass edit WOs notes or labor and let me mass close out WOs. Let people who are on the same team/ organization see each other's tickets. Also allow them to put labor on other work orders. ,1,0,0,0,0,0,0,0
SI LOCAL,798,Please can we export the Sequence PM screen and also include optional fields this will greatly help.,1,0,0,0,0,0,0,0
PJM,3270,PDA cost planning sheet should be aligned with current financial breakdown pattern which would ensure no difference in what we present during J&A meeting and what is seen on the PDA. ,1,0,0,0,0,0,0,0
ServiceInsight7,5718,"Even as an FM personnel, it is difficult to find the right category for requests. The search field doesn't always help, as some key words don't yield results. The grouping/categories should be more logical - even for laymen on side.",1,0,0,0,0,0,0,0
ServiceInsight7,4998,"Eliminating, or unchecking, the cost button would eliminate extra steps when submitting tickets. All in all, it's still a very easy process. ",1,0,0,0,1,0,0,0
SI LOCAL,347,Have more ability to self serve instead of having to go through D&T all the time,1,0,0,0,1,0,0,0
ServiceInsight7,5280,the system can't handle the fact that technicians can multi task and perform more than one job at a time,1,0,0,0,1,0,0,0
PJM,2131,"CBRE is a new company for me, having only been here 14 mths from what I have seen in the time I have been here the tools are so far behind competitors and the pervious companies I worked for. The systems should all be integrated but we use excel and Smartsheet's for linking everything. Basic software apps like Aroflo would allow us to add projects , track quotes , forward POs , take artefacts have completions advised by contractors.. just seem relay on the limited staff we all have to populate excel sheets.. When a colleague left then told me, its just easier to work somewhere else , I hope we make urgent changes in this regard. ",1,0,0,0,1,0,0,0
ServiceInsight7,3153, Also equipment tag button should be greyed out once equipment tagged  Steps dynamic risk assessment option should be easier to use and clearer.  ,1,0,0,0,0,0,0,1
ServiceInsight7,3461,User interface needs to be improved for ease of access/ more user-friendly. ,1,0,0,0,0,0,0,1
ServiceInsight7,3586, Modern UI update severely needed. ,1,0,0,0,0,0,0,1
Sequentra,179,more numbers less text,1,0,0,0,0,0,0,1
SI LOCAL,3169,"Due date sho0uld be first column, not hidden in a column at the end",1,0,0,0,0,0,0,1
SI LOCAL,1914,The option to input your own instruction sets without having to request assistance from IT ,1,0,0,0,0,0,0,1
SI LOCAL,2421,Easy access to editing PPMs ,1,0,0,0,0,0,0,1
SI LOCAL,3269,Too many features not relevant. Breached or approaching breached assigned jobs need to have automated emails to suppliers ,1,0,0,0,0,0,0,1
SI LOCAL,2643,There are are a number of operational improvements that would make SI a great piece of software.  Having the ability to re-assign a large number of PPM work order sequences in the back screen in one go would be helpful. currently i have to make a service inactive then change the auto assignment then make it active again ,1,0,0,0,0,0,0,1
SI LOCAL,2686,ServiceInsight would be easier if you could have a parameter to search on technician  ,1,0,0,0,0,0,0,1
SI LOCAL,437,date entered and target completion date is confusing its not what it seems and you can get caught out,1,0,0,0,0,0,0,1
SI LOCAL,1220,"The reports are not as good as we had on our previous system, we should be able to assign 2 men on the same job where H&S dictates the job is for a 2 person team.",1,0,0,0,0,0,0,1
SI LOCAL,2584,1.Be able to upload more than one photo per job.,1,0,0,0,0,0,0,1
SI LOCAL,2584,2.When closing down a job have the start time and finish time on same page. ,1,0,0,0,0,0,0,1
SI LOCAL,1518,easier search parameters ,1,0,0,0,0,0,0,1
SI LOCAL,2886,Increase the number of lines viewable on search returns to unlimited scroll on one page. ,1,0,0,0,0,0,0,1
SI LOCAL,514,"While the software works as it should, I sometimes find it overwhelming with all the menu options all around the screen. I wish there was a way to simplify the view.",1,0,0,0,0,0,0,1
SI LOCAL,412,It needs to be more specific to the way we use it in a data centre environment and way more user friendly,1,0,0,0,0,0,0,1
PJM,873,I feel all CBRE platforms are extremely complex and complicated while all internet platforms tend to simplicity. In addition plenty of the processes are duplicated and need to send same information to different people in different formats... I always feel CBRE platforms tend to make our lifes more complicated.,1,0,0,0,0,0,0,1
Sequentra,160,bigger panes for updates,1,0,0,0,0,0,0,1
ServiceInsight7,2436,I prefer to have this system more user friendly so any technician/supervisor can use it easily. ,1,0,0,0,0,0,0,1
ServiceInsight7,5563,"Specifically in the mobile application it is somewhat complicated to add the site code. It would be much better to be able to choose country, city and building. ",1,0,0,0,0,0,0,1
SI LOCAL,601,PPM Management is not clear to make changes Asset/PPM details need more uniform,1,0,0,0,0,0,0,1
SI LOCAL,1104,The process of starting a job on the app needs to be streamlined,1,0,0,0,0,0,0,1
SI LOCAL,254,would like to be able to edit days after dispatch ! ,1,0,0,0,0,0,0,1
SI LOCAL,2421,Simplify menu and searching options ,1,0,0,0,0,0,0,1
SI LOCAL,2662,no option to bulk close jobs   ,1,0,0,0,0,0,0,1
SI LOCAL,1755,"When I create a job in real time, I have to START the job and fill in the DRA otherwise I loss the job on my SI tech app.  If I create a job & don't start the job straight away on my app and go off the job details and onto the home page, the job disappears completely. I then have to go onto the computer and search jobs on there to try and find it.",1,0,0,0,0,0,0,1
SI LOCAL,1970,"this may be down to user error when logging a job for myself using the sitech app. if i dont start the job immediatly it does not go into my ""demand orders"". it would be useful if it did as i have missed slas on jobs as they have dissapeared from the home screen ",1,0,0,0,0,0,0,1
SI LOCAL,1214,The system is not intuitive at all and is very glitchy for both CBRE and client users. There should be a way to allow all work orders to be sent to a user instead of just through the helpdesk that has to be monitored by someone so they can dispatch the work orders. The PMs are tedious and difficult for the technicians to be able to complete their jobs efficiently.,1,0,0,0,0,0,0,1
SI LOCAL,63,I do not understand why adding labor hours and then completion of work order is not just done as the same task.,1,0,0,0,0,0,0,1
SI LOCAL,3317,"There are too many pages to click through to create a WO. If all was on one page, it would be easier. ",1,0,0,0,0,0,0,1
SI LOCAL,2475,All the screens under order processing don't show enough rows without scrolling. 9/10 from memory. expand the box to fill the rest of the screen please. ,1,0,0,0,0,0,0,1
SI LOCAL,3041,"There needs to be an easier and quicker way to request changes to the database, such as changing location names, adding/removing locations, bulk updating items, updating SLA, creating custom instruction sets and more. In my experience it takes way too long and is prone to mistakes/misunderstandings which causes even more time and resources to be wasted.",1,0,0,0,0,0,0,1
SI LOCAL,1852,Be more useful that when you search for a site as a whole it shows all historic in a list easily displayed  having a IT champion on accounts who can do a bulk upload and bulk changes and have more authority instead of having to wait and ask the IT team for something that can be minor for when people leave and getting people set up  adding client branding onto SI to personlised each account   If i can be involved in any further development i would be very eager - rachel.elston@cbre.com,1,0,0,0,0,0,0,1
SI LOCAL,1518, Link it to coupa to create a PO when creating a job.,1,0,0,0,0,0,0,1
SI LOCAL,1402,"I have been using various version of SI and the fundamentals are missing. Unable to 'stop' the job for awaiting parts - unable to view past reactives, Unable to group reactives per day. This version of SI is slightly better but has many shortfalls.",1,0,0,0,0,0,0,1
SI LOCAL,219,"This platform is not intuitive, nor is it user-friendly. The UX can be painstaking and tedious to maneuver one task. The experience needs to be simplified and streamlined to reduce the steps needed to create a ticket and close it out. It also needs a better filter system ",1,0,0,0,0,0,0,1
PJM,453,"1. Live cost plans that work similarly to Excel, but link to the finance systems ",1,0,0,0,0,0,0,1
PJM,1140,The system is but lacks functions and customisation with line items etc,1,0,0,0,0,0,0,1
PJM,1360,Suggested it should be more user friendly and should be created as tailor made for Project wise.,1,0,0,0,0,0,0,1
SI LOCAL,767,"  Grant the higher two user assess key's/administrators the ability to edit or correct closed work orders without having to re-open them, as well as edit or correct target dates regardless of priority type preset.   Ensure that changing the work order assignment does not remove previous labor on the work order.   Feel free to e-mail me at genevieve.siebers@cbre.com if you would like more suggestions or need clarification.  ",1,0,0,0,0,1,0,0
ServiceInsight7,5146,By giving more rights to the users. ,1,0,0,0,0,1,0,0
SI LOCAL,1639,Simplification of the process to facilitate users including right level of  access ,1,0,0,0,0,1,0,0
SI LOCAL,2977,"Ability to auto assign resources to tasks through individual access rather than submitting tickets.  Improvements on Service Now tickets raised for SI Access, dependent on who picks the request up is dependent on whether the request is successfully completed or not. There is sometimes back and forth between the requestor and Service Now.  Correct mapping of contracts and business units.  Ability to quickly add existing contracts to existing user access.   ",1,0,0,0,0,1,0,0
SI LOCAL,195,4.Vendors must be requested through the service desk often with a 3-4 week lead. If a vendor forgets their password (which happens often) the account team must submit a ticket on the vendor's behalf and wait 1-2 weeks before the password is reset. Generally if a vendor is trying to use the VAWS system it means we've assigned them a work order that needs to be addressed now so the lead time with password resets and access grants basically renders the tool useless. ,1,0,0,0,0,1,0,0
SI LOCAL,2221,Could be easier for engineers to be added to the system.  ,1,0,0,0,0,1,0,0
SI LOCAL,1602,"That is a good question, I don't think there is a way to improve, unless SI can be adapted by the user to be more role friend. i as an Multi skilled Engr will use SI differently to that of a admin support manager or an account Manager",1,0,0,0,0,1,0,0
SI LOCAL,863,Links to training pages to simplify queries,1,0,0,0,0,1,0,0
SI LOCAL,2484,How to guide,1,0,0,0,0,1,0,0
PJM,2938,Help options when you go wrong isn't very clear. Doesn't highlight exactly where you go wrong??,1,0,0,0,0,1,0,0
ServiceInsight7,2111,"It would also speed up things if the various other tools we are using would be connected - Mybuy, NCSM together with SI now all require more manual work rather than less and it's not clear to me that whatever we input as much as we try does in fact clearly reflect reality. ",1,0,0,0,0,0,0,0
ServiceInsight7,2180,There are more steps than needed to get to the point of creating or closing a workorder. ,1,0,0,0,0,0,0,0
ServiceInsight7,2883,"SI7, does have a parent/child relationship, but the tech has to do all of this at his desk top. People forget things, photos don't get attached etc. ",1,0,0,0,0,0,0,0
ServiceInsight7,3026,"Most complaints I receive from my team is that duplicate tickets are put in, ",1,0,0,0,0,0,0,0
ServiceInsight7,3376,"Unfortunately, our clients do not enter orders into this program. We have to enter orders manually ourselves. Probably it is needed to adapt the program to our clients.",1,0,0,0,0,0,0,0
ServiceInsight7,5445,Speed up work order creation time- its very cumbersome for techs.,1,0,0,0,0,0,0,0
ServiceInsight7,6453,I am an AFM on an account and we have so many issues with the system duplicating monthly PM'S ,1,0,0,0,0,0,0,0
SI LOCAL,2625,Frequent errors when trying to input users of the same name into the system successfully and having to differentiate them with tags (e.g. John Smith BP instead of John Smith as a John Smith already exists in the system) then having to go back after creating the user to then edit out the identifier tag -,1,0,0,0,0,0,0,0
PJM,1704,"A tool that both FM and PJM can use together. It would make life so much easier, and there should be a way to define capital projects within the same system.",1,0,0,0,0,0,0,0
PJM,2420," We need the system to be able to generate an action, or a reminder message that a CPP is becoming close to due date and then when it has passed a due date - with notification to HoP level that a CPP has not been competed within the required time before start on site. Dashboard should be created to display this better. ",1,0,0,0,0,0,0,0
PJM,2420,"CPP risks are not graded for priority or severity.  Some are not needed for reporting, or the CPP (manual handling) in my opinion.  We would be better having a separate list for HSE risks that can be used from identification to treatment and then to automatically enter into the CPP document. These are ideas that will be promoted for the development of MyProjects. ",1,0,0,0,0,0,0,0
PJM,2520,"In PDA, It would be grateful if approvers get the weekly reminder for project approval. Sometimes it takes more time to get approval from the approvers when they missed to give the approval at the time.",1,0,0,0,0,0,0,0
PJM,1269,The fact that the approvers are not populated automatically is a simple solution that should be implemented.,1,0,0,0,0,0,0,0
PJM,1257,"It would be helpful to have the ability to export project lists - whether using a Filter, or Capital plan to get a subset of the entire project.  ",1,0,0,0,0,0,0,0
PJM,525, Red/yellow risk selection area - portal does good job in identifying these -suggest review to be completed to remove any ambiguous language -  Once reviewed improvement would be to for drop down list to appear- easier for user to identify.   ,1,0,0,0,0,0,0,0
PJM,530,We need a comprehensive compliance reporting dashboard,1,0,0,0,0,0,0,0
PJM,1003,"   When filling in margins, the calculation is neither automatic. PjM's need to make the calculations and fill in a couple of times till it matches. Would be easier to fill in the margin and everything else is automatic.  ",1,0,0,0,0,0,0,0
PJM,3326,Oui concernant ma mise à jour de la liste des clients et sous traitant. Ils ne sont pas tous référencé dans l'outil,1,0,0,0,0,0,0,0
PJM,2895,Kindly mention the local currency versus dollar exchange rates as I have always noticed discrepencies in the dollar value. For eg - Current US dollar vs INR is 84 but its less in PDA.   Please do look into this issue,1,0,0,0,0,0,0,0
Sequentra,152,It's quite difficult to approve all invoices. Please improve how to approve all in one click.,1,0,0,0,0,0,0,0
Sequentra,158,Few Improvisations as SQ as bundled with Features. a) Auto System email Notification on Key Dates b) Technology Fee: Should include number of sets as customization offering instead of upfront charging since post transition only when resources start using SQ that few data points that comes up and are identified that may or may not have been identified during transition or Contract formulation. c) Direct payment system integration other than Flat files. d) Report: Definition/ Purpose of various reports f) Client Logo on SQ Dashboard.,1,0,0,0,0,0,0,0
Sequentra,161,The ability to clone records would be helpful,1,0,0,0,0,0,0,0
Sequentra,163,"Yes.  In the critical date section, it would be great if we could anchor a date and count FORWARD.  Not every critical date is a renewal notice (ex. anchor to expiration, count back 6 months to achieve a notice date).  Some dates are tied to the expiration, and there are 90 days post-expiration to complete an action (like LL return of Security Deposit).  Some dates are not tied to the expiration at all.  Regarding rent schedules, you have to find the parent record in order to  adjust a percentage escalation, but you can't tell which one is the parent.  I have had to discard entire rent schedules just to adjust one small item and then start all over again.  The percentages never calculate properly anyway, so I usually use excel to figure out a dollar amount and enter that anyway.  Also, it would be great if we could bold, highlight, or italicize language in the clause & critical date section for emphasis.  ",1,0,0,0,0,0,0,0
Sequentra,181,"-It's not possible to set a date 2099 for deposit due two digit -the text suggestions are annoying, they can be overwritten but you cannot see what you have entered until you have saved it -also annoying are the date entries in Key Options, as the system makes suggestions, sometimes simply entering the date can be annoying until the date you enter is accepted and adopted by the system ",1,0,0,0,0,0,0,0
Sequentra,186,It would be nice if there was an easier way to submit edits to the records through the system rather than having to email the Lease Admin team.  A live messaging system would be helpful.  There are places where records and addresses are saved differently which shows that not everything is linked to one master record.  Many pieces of information are missing but not checked in a timely way through the system.  Notifications sent via email or calendar appointment would be a helpful feature.,1,0,0,0,0,0,0,0
Sequentra,193,"Please build a knowledgebase regarding Power Reporting. I suffer with a lack Help page in Power Reporting. It should include at the information about functions, their syntax and example of use.",1,0,0,0,0,0,0,0
Sequentra,204,"Keep the section that says ""Rentable SQ FT"", but also add ""Rentable ACRES"". So, when I pull a ""all portfolio data"" report. I am able to show the Sq ft and Acres of all my facility. Rather than just manually adding it to space info and having to go to the site profile and find it. ",1,0,0,0,0,0,0,0
Sequentra,209,"Sequentra is very user-friendly. On enhancement would be having the ability to provide annual rent in USD for leases with other currencies, specifically those that are not part of our current rent payment process. In the past we were able to see the conversion on the rent tab, but now I have to manually calculate.",1,0,0,0,0,0,0,0
Sequentra,213,"I dont need ""ALERTS"" about any software updates. It should be possible to unsubscribe to this useless info.",1,0,0,0,0,0,0,0
Sequentra,214,"Hi, I generally like Sequentra and it is best lease admin system I have ever used (comparing to HarborFlex, Apex,Tririga,Planon). I am not sure if anyone actually is going to read this, but some of my clients had never taken Seq into consideration because it was not an IWMS. Why isn't CBRE building its own IWMS, better than anything that is there on the market? We are losing market to Planon, which is the worst system in the history of systems, probably ever. Something to think about I guess.",1,0,0,0,0,0,0,0
ServiceInsight7,135,Hope we can close tickets in batch. As we have equipment PM conducted by vendor simultaneously and we do not assign work order here in PH to vendor or technician. Thank you.,1,0,0,0,0,0,0,0
ServiceInsight7,229,"An overview of the work done for all hours and employees per ticket would be helpful, currently we have to keep an Excel list in parallel. This is necessary for billing special services.",1,0,0,0,0,0,0,0
ServiceInsight7,288,"I believe that software has some issues, or we are not using it to its potential. There are many things on the site that would be of use, but we do not have access to them.Overall, the program would work but the lack of training and the lack of access to some of its features is what makes it bad. Thanks",1,0,0,0,0,0,0,0
ServiceInsight7,297,"It would be a great idea to have a notification option for the phone mobile app, when a WO is released . We get Emails but not all our field tech use there emails, so a APP notification when work order is issued would be good too. ",1,0,0,0,0,0,0,0
ServiceInsight7,409,It would be helpful to receive notifications when vendors put service notes in WOs or there is activity for a particular WO.  Right now there is no notice you have to specifically pull up WOs to check.  ,1,0,0,0,0,0,0,0
ServiceInsight7,409," There is no ""COPY"" feature to make a WO of the same scope for a different site.  In short, the FM or Requestor should be receiving a notification any time there is activity or comments placed in any particular WO (besides ""Complete"". ",1,0,0,0,0,0,0,0
ServiceInsight7,494,"Phone number on home/login page for support.  Currently there is only an email, nothing for instant support.",1,0,0,0,0,0,0,0
ServiceInsight7,501,You are not allowed to upload multiple pictures via the App. ,1,0,0,0,0,0,0,0
ServiceInsight7,502,Add buttons for quick requests on the main panel. ,1,0,0,0,0,0,0,0
ServiceInsight7,502," Improve the Spanish, many users do not know English",1,0,0,0,0,0,0,0
ServiceInsight7,620,"Additionally, when one has started work on a work order, it should change color to make it easier to find should you want to go back or get kicked out of the program.  ",1,0,0,0,0,0,0,0
ServiceInsight7,754,"Once in the Field PO, I have to enter the WO# in the PO box. It should already know what the WO# is before I enter that menu.   ",1,0,0,0,0,0,0,0
ServiceInsight7,754, A direct link to Maps would be beautiful. Rather than having to copy the address from SI7 then pasting on Google Maps.   Thank you for your time. ,1,0,0,0,0,0,0,0
ServiceInsight7,866,"Please check the translation of each languages (besides English), especially asian language.  Some are mixed up and some are not good.  ",1,0,0,0,0,0,0,0
ServiceInsight7,897,allow a duplicate feature on wo to allow 2 or 3 people to work on same job ,1,0,0,0,0,0,0,0
ServiceInsight7,1011,"I would like my Team to have access to the jobs assigned to the team, not just there own. ",1,0,0,0,0,0,0,0
ServiceInsight7,1011,"When they have a gap in their work program, I would like them top be able to select a job from the team list, just like when we had paper.",1,0,0,0,0,0,0,0
ServiceInsight7,1037,Instead of only general global PPM information (problem description) it should be easier to see additional location details in the WO. I have to dig deep into the equipment tag to figure out what is meant to be done for the PPM WO.,1,0,0,0,0,0,0,0
ServiceInsight7,1097,"Allow people to attach files when creating WO in the admin mode. In Admin mode have the availability to see all workorder attached to your name, in the same place, regardless if you are the responsible party or originating party, will help us stay on completion targets.",1,0,0,0,0,0,0,0
ServiceInsight7,1274,The process for completing a WO and subsequent invoice for it should be made easier/more intuitive,1,0,0,0,0,0,0,0
ServiceInsight7,1357,the respective categories for ticket creation could be more. There are too few categories for ticket creation,1,0,0,0,0,0,0,0
ServiceInsight7,1416,"There are small things that can be changed - like batch reassigning work orders should automatically note the request and send a dispatch to the new tech/ vendor.  This shouldn't be another step, it should just be included automatically.  ",1,0,0,0,0,0,0,0
ServiceInsight7,1470,"Just give me the list of problem codes, instead of waiting for it to populate with it's top 5 choices, none of them are right, so I waste more time searching! ",1,0,0,0,0,0,0,0
ServiceInsight7,1503,we also wish that the mobile app new what Site/Building/Room/Space (Location) you were at when submitting a work request by using some sort of GPS locating technology.,1,0,0,0,0,0,0,0
ServiceInsight7,1503," We also wish that the Inventory application was way better and was actually finished. It is like someone started building the Inventory application and never finished; it barely does anything, and is a very manual process to use (takes several resources to use). ",1,0,0,0,0,0,0,0
ServiceInsight7,1663,Easier search methods ,1,0,0,0,0,0,0,0
ServiceInsight7,1930,The system should be tailor-made per building.Tenants do not have the option of selecting their suite/office number. Only 1 is an option is the system. ,1,0,0,0,0,0,0,0
ServiceInsight7,1930,All contact information is not available; every work order should have the phone number and email address of the tenant that submitted the work order. ,1,0,0,0,0,0,0,0
ServiceInsight7,1930,"Vendors contact information should be complete with a phone number, email address, and Account Number.  ",1,0,0,0,0,0,0,0
